cpu_socket,mb_socket,ram_type,mb_ram_type,cpu_tdp_w,gpu_tdp_w,psu_wattage,gpu_length_mm,case_form_factor,mb_form_factor,compatible
AM4,AM4,DDR4,DDR4,148,416,850,274,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,71,94,450,227,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,149,417,1000,297,ATX,Micro-ATX,1
AM5,LGA1700,DDR4,DDR4,148,295,750,242,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,110,291,1000,200,Mini-ITX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,140,423,750,233,Mini-ITX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,84,334,650,311,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,85,447,850,238,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,160,157,450,299,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,156,218,1000,335,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,149,153,850,256,ATX,ATX,1
AM5,AM5,DDR5,DDR5,159,413,550,349,Micro-ATX,Micro-ATX,0
AM5,LGA1200,DDR4,DDR4,167,122,1000,227,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,72,222,850,196,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,152,366,450,334,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,100,297,550,341,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,67,383,550,234,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,167,299,850,185,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,142,266,450,319,Micro-ATX,Mini-ITX,0
AM4,LGA1200,DDR4,DDR4,117,103,450,252,ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,126,224,650,241,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,164,286,550,281,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,127,323,450,251,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,155,220,550,309,Mini-ITX,Micro-ATX,0
LGA1200,LGA1700,DDR4,DDR4,112,253,650,209,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,65,217,550,209,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,107,80,1000,335,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,85,189,750,254,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,85,146,550,274,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR4,169,221,750,320,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,117,115,750,287,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,159,95,1000,197,Micro-ATX,Micro-ATX,1
LGA1700,LGA1200,DDR4,DDR4,113,344,550,283,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,74,165,550,255,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,114,337,450,212,Micro-ATX,Mini-ITX,0
LGA1200,AM5,DDR5,DDR5,88,388,1000,343,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,149,100,750,239,Micro-ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,85,413,1000,232,ATX,ATX,1
LGA1700,AM5,DDR4,DDR5,77,346,750,356,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,165,179,550,218,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,159,130,450,348,Micro-ATX,ATX,0
AM5,LGA1700,DDR5,DDR5,66,350,650,216,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,124,84,1000,180,Mini-ITX,Micro-ATX,0
LGA1700,AM5,DDR5,DDR5,68,273,1000,284,ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,132,313,550,194,Mini-ITX,ATX,0
AM4,LGA1200,DDR4,DDR4,130,392,550,190,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,100,255,550,268,Mini-ITX,Mini-ITX,0
AM5,LGA1200,DDR4,DDR4,142,194,850,307,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,155,249,1000,347,ATX,Mini-ITX,1
AM4,AM5,DDR5,DDR5,87,163,1000,188,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR5,DDR4,106,320,450,305,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,114,309,450,188,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,115,175,750,335,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,161,301,1000,228,Mini-ITX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,112,384,850,242,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,99,169,550,246,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,90,225,750,248,Micro-ATX,Mini-ITX,1
LGA1700,LGA1200,DDR5,DDR4,159,376,850,245,Mini-ITX,Micro-ATX,0
LGA1200,AM5,DDR5,DDR5,155,156,1000,186,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,118,216,1000,322,ATX,ATX,1
AM4,AM4,DDR4,DDR4,70,378,850,258,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,144,441,850,199,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,66,202,750,277,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,138,170,1000,248,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,96,180,1000,230,Micro-ATX,Mini-ITX,1
AM4,LGA1700,DDR4,DDR4,107,196,1000,211,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR5,DDR4,150,282,850,292,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,168,337,1000,311,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,85,246,850,277,Mini-ITX,ATX,0
LGA1200,AM5,DDR5,DDR5,127,252,750,330,Mini-ITX,Micro-ATX,0
LGA1700,LGA1200,DDR4,DDR4,169,359,850,218,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,96,144,650,293,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,110,358,1000,342,Micro-ATX,Micro-ATX,0
AM4,AM5,DDR5,DDR5,153,286,850,197,ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,106,141,450,315,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,91,412,550,337,Micro-ATX,ATX,0
AM5,LGA1700,DDR4,DDR4,98,105,450,359,ATX,ATX,0
AM4,AM4,DDR4,DDR4,132,407,850,273,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR4,123,187,550,199,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,91,262,1000,300,Micro-ATX,ATX,0
AM4,LGA1700,DDR4,DDR4,106,382,650,291,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,83,230,550,274,ATX,Micro-ATX,1
LGA1200,AM4,DDR4,DDR4,91,94,850,340,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,161,269,750,348,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,148,82,750,298,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,167,266,750,215,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,145,380,1000,264,Micro-ATX,ATX,0
LGA1700,LGA1200,DDR4,DDR4,125,332,850,279,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,110,301,850,248,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,87,108,550,258,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR5,DDR4,166,220,650,271,ATX,ATX,0
AM4,LGA1700,DDR4,DDR4,148,151,650,281,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,161,339,850,208,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,127,236,550,358,ATX,ATX,1
LGA1700,AM5,DDR4,DDR5,98,76,850,334,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,76,102,850,290,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,89,207,650,216,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR4,DDR5,128,352,450,355,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,168,316,450,305,ATX,ATX,0
AM5,AM5,DDR5,DDR5,97,149,650,304,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,76,218,550,309,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,95,149,850,350,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,150,401,450,295,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,86,401,550,273,Mini-ITX,Micro-ATX,0
AM5,LGA1200,DDR4,DDR4,105,289,750,346,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,75,228,850,319,Mini-ITX,ATX,0
AM4,AM4,DDR5,DDR4,82,382,650,274,Micro-ATX,Mini-ITX,0
LGA1700,AM4,DDR4,DDR4,119,119,450,356,ATX,ATX,0
AM4,AM4,DDR4,DDR4,130,161,450,267,ATX,ATX,1
AM5,LGA1700,DDR4,DDR4,83,269,850,331,ATX,ATX,0
AM5,LGA1700,DDR5,DDR5,99,90,1000,320,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,162,77,750,280,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,79,130,550,200,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,79,228,550,230,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,131,359,750,333,ATX,Mini-ITX,1
AM5,LGA1700,DDR4,DDR4,119,88,650,181,ATX,Micro-ATX,0
AM5,AM5,DDR4,DDR5,70,98,850,347,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,117,203,550,357,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,140,97,850,288,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,103,403,750,289,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,97,418,850,342,Micro-ATX,Mini-ITX,0
LGA1700,AM4,DDR4,DDR4,135,282,550,197,Micro-ATX,Mini-ITX,0
LGA1200,AM5,DDR5,DDR5,123,273,850,264,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,156,360,1000,184,ATX,ATX,1
AM5,LGA1200,DDR4,DDR4,147,192,850,317,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,105,345,1000,198,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,141,401,650,211,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,100,428,850,299,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR5,DDR4,135,433,750,229,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,76,427,850,241,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,140,136,750,254,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,112,129,750,207,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,157,127,650,358,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,102,417,1000,269,ATX,ATX,1
AM4,AM4,DDR4,DDR4,115,137,1000,317,Micro-ATX,ATX,0
AM5,LGA1700,DDR4,DDR4,66,113,850,245,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,83,263,550,312,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,81,187,450,195,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,74,113,750,334,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR5,DDR4,149,275,650,350,ATX,Micro-ATX,0
AM4,LGA1200,DDR4,DDR4,152,263,550,263,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR4,DDR5,65,164,1000,345,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,70,371,750,288,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,87,263,550,226,Mini-ITX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,133,143,550,214,ATX,ATX,1
LGA1700,LGA1200,DDR4,DDR4,71,368,450,255,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,98,212,550,225,Micro-ATX,Mini-ITX,1
LGA1200,LGA1700,DDR4,DDR4,97,361,550,189,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,104,411,450,309,Micro-ATX,Micro-ATX,0
LGA1700,AM5,DDR5,DDR5,133,337,1000,338,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,133,379,850,197,Mini-ITX,Mini-ITX,1
LGA1200,AM4,DDR5,DDR4,122,416,1000,180,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,166,256,450,181,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,96,449,750,260,ATX,ATX,1
AM4,AM4,DDR5,DDR4,166,343,450,270,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,66,369,1000,238,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,151,136,650,300,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,111,388,750,304,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,88,191,850,288,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,156,104,750,331,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,95,358,550,209,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,126,298,650,304,Micro-ATX,Micro-ATX,1
AM4,LGA1700,DDR4,DDR4,166,317,850,195,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,134,239,1000,338,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,65,414,850,319,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,167,161,750,219,Mini-ITX,Mini-ITX,1
AM5,AM5,DDR4,DDR5,77,291,650,188,Micro-ATX,Mini-ITX,0
LGA1200,LGA1700,DDR4,DDR4,136,421,550,266,ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,143,133,550,269,ATX,ATX,1
AM4,AM4,DDR4,DDR4,118,426,850,223,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,142,320,850,209,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,136,190,750,351,ATX,ATX,1
AM4,LGA1700,DDR4,DDR4,134,139,750,184,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR4,87,149,650,194,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,121,290,750,264,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,138,302,650,226,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,101,273,550,188,Micro-ATX,Mini-ITX,1
AM5,LGA1200,DDR4,DDR4,113,343,1000,350,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,139,233,450,356,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,114,110,750,233,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,71,226,750,323,Mini-ITX,ATX,0
LGA1700,AM5,DDR5,DDR5,147,400,750,315,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,154,222,550,312,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,161,423,850,283,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR5,DDR4,136,419,550,353,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,148,381,650,248,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR5,DDR4,99,294,550,349,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,119,128,850,307,Micro-ATX,Micro-ATX,1
LGA1700,LGA1200,DDR4,DDR4,111,290,750,304,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,132,288,750,272,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR4,79,325,550,188,ATX,Mini-ITX,0
AM5,AM5,DDR4,DDR5,75,208,750,200,ATX,ATX,0
AM5,AM5,DDR5,DDR5,116,430,650,219,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,77,149,850,260,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,93,267,1000,242,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR4,84,88,750,328,ATX,Micro-ATX,1
LGA1700,LGA1200,DDR4,DDR4,98,435,450,200,ATX,ATX,0
AM5,AM4,DDR4,DDR4,96,354,750,217,ATX,Mini-ITX,0
LGA1700,AM4,DDR4,DDR4,95,100,850,221,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,121,247,850,224,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,151,235,450,345,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,156,321,650,272,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,92,190,650,287,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,149,439,450,197,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,156,424,750,237,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,146,418,1000,299,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,149,406,1000,210,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR5,168,203,850,253,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,160,285,450,269,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,119,218,750,252,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,157,246,750,203,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR4,123,281,450,228,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,67,405,550,241,ATX,ATX,0
AM5,LGA1700,DDR4,DDR4,132,294,750,270,Mini-ITX,Micro-ATX,0
LGA1700,AM5,DDR5,DDR5,146,87,550,223,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,157,147,550,293,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,70,174,1000,211,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,72,155,550,347,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,73,323,650,186,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,145,392,850,232,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,85,313,750,274,Micro-ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,81,268,450,265,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,81,312,450,259,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,124,87,650,272,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,118,235,650,323,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,167,157,550,353,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,84,287,550,281,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,90,321,1000,196,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,85,119,850,184,Mini-ITX,Mini-ITX,1
AM5,AM5,DDR4,DDR5,86,142,750,297,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,75,248,1000,288,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,168,409,750,261,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,151,149,750,333,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR4,DDR5,101,84,550,182,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,93,361,750,306,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR4,168,183,1000,346,Mini-ITX,ATX,0
AM4,AM4,DDR5,DDR4,158,181,750,294,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,162,345,1000,259,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,73,267,750,251,Micro-ATX,Micro-ATX,1
AM5,AM4,DDR4,DDR4,169,205,550,243,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,71,242,550,289,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,118,364,750,218,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,122,164,850,276,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,96,383,1000,314,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,145,406,650,298,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,70,341,450,237,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,68,401,850,327,Micro-ATX,ATX,0
AM4,LGA1700,DDR4,DDR4,92,356,1000,289,Mini-ITX,Micro-ATX,0
AM5,LGA1700,DDR5,DDR5,68,351,550,314,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,82,375,650,248,Mini-ITX,Mini-ITX,0
AM4,AM5,DDR5,DDR5,89,219,450,306,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,115,262,750,220,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,165,301,1000,357,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,89,270,650,294,Micro-ATX,Micro-ATX,1
AM4,LGA1700,DDR4,DDR4,127,117,750,199,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,158,206,650,181,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,151,336,1000,347,Mini-ITX,Micro-ATX,0
LGA1200,AM4,DDR5,DDR4,114,187,450,337,Mini-ITX,Micro-ATX,0
LGA1200,AM5,DDR5,DDR5,130,329,1000,242,ATX,ATX,0
AM4,AM4,DDR4,DDR4,80,301,550,269,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,72,281,550,234,Mini-ITX,Mini-ITX,1
AM5,LGA1700,DDR5,DDR5,101,76,850,313,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,158,129,850,279,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,141,368,1000,310,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,110,357,750,191,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,95,385,750,243,Micro-ATX,Mini-ITX,1
LGA1200,AM5,DDR5,DDR5,113,275,450,190,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,144,137,1000,254,ATX,Mini-ITX,1
AM4,AM5,DDR4,DDR5,100,201,850,299,ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,169,99,750,198,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,121,350,550,262,Micro-ATX,ATX,0
AM5,LGA1200,DDR4,DDR4,163,395,750,334,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,78,204,1000,272,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,77,186,750,328,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,153,226,750,184,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,80,139,850,244,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR4,DDR5,150,251,650,261,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,137,152,650,328,ATX,ATX,1
AM4,AM4,DDR4,DDR4,94,271,550,194,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,79,251,750,203,ATX,ATX,1
AM4,AM4,DDR4,DDR4,117,443,1000,296,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,76,298,450,228,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,148,180,550,356,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,102,446,1000,264,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,65,273,750,312,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,123,409,450,276,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,141,321,650,211,Mini-ITX,ATX,0
AM4,LGA1700,DDR5,DDR5,128,268,750,279,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,133,95,650,357,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,142,346,750,313,Mini-ITX,Micro-ATX,0
LGA1700,LGA1200,DDR4,DDR4,86,216,850,229,ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,166,446,450,208,Mini-ITX,ATX,0
LGA1700,LGA1200,DDR4,DDR4,118,405,750,205,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,163,339,450,182,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,82,210,750,209,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,155,312,850,258,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,147,320,1000,302,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR5,97,200,750,233,ATX,ATX,0
AM4,AM5,DDR4,DDR5,134,319,550,342,ATX,Mini-ITX,0
LGA1200,LGA1700,DDR5,DDR5,145,200,750,228,ATX,ATX,0
AM4,AM4,DDR4,DDR4,100,160,850,272,Micro-ATX,Micro-ATX,1
LGA1200,LGA1700,DDR5,DDR5,85,307,750,217,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,83,356,750,269,Mini-ITX,Micro-ATX,0
AM4,AM5,DDR5,DDR5,83,363,550,352,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,156,83,450,320,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR5,DDR4,108,170,1000,191,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,96,194,450,267,Micro-ATX,Micro-ATX,1
LGA1200,AM4,DDR4,DDR4,86,90,1000,200,ATX,ATX,0
AM4,AM4,DDR4,DDR4,71,418,1000,293,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,93,351,1000,340,Mini-ITX,Mini-ITX,0
LGA1200,LGA1700,DDR4,DDR4,123,180,450,259,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,70,187,650,354,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,90,78,850,283,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,144,329,650,348,Micro-ATX,Mini-ITX,0
LGA1200,AM4,DDR4,DDR4,155,139,550,242,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,92,236,750,224,Mini-ITX,Mini-ITX,1
LGA1200,AM5,DDR4,DDR5,156,273,850,328,ATX,ATX,0
AM4,AM4,DDR4,DDR4,79,113,750,342,ATX,ATX,1
AM4,AM4,DDR4,DDR4,77,328,650,193,ATX,Micro-ATX,1
